name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,img,naver_url
노티드 도넛 녹번점,베이커리,서울특별시 은평구 녹번동 98-40,녹번동,은평구,37.6098,126.92533,4.6,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EB%85%B9%EB%B2%88%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
자연도소금빵 홍은점,베이커리,서울특별시 서대문구 홍은동 37-15,홍은동,서대문구,37.57288,126.94671,4.4,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%ED%99%8D%EC%9D%80%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
밀도 익선점,베이커리,서울특별시 종로구 익선동 171-1,익선동,종로구,37.57631,126.97843,4.4,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EC%9D%B5%EC%84%A0%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
블루보틀커피 을지점,카페,서울특별시 중구 을지로 41-5,을지로,중구,37.57313,127.00166,4.4,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%9D%84%EC%A7%80%EC%A0%90%20%EC%A4%91%EA%B5%AC
어니언 영등점,카페/베이커리,서울특별시 영등포구 영등포동 77-41,영등포동,영등포구,37.53669,126.908,4.4,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EC%98%81%EB%93%B1%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
프릳츠 노량점,카페/베이커리,서울특별시 동작구 노량진동 78-13,노량진동,동작구,37.51697,126.93826,4.4,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EB%85%B8%EB%9F%89%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
폴바셋 남현점,카페,서울특별시 관악구 남현동 98-37,남현동,관악구,37.48658,126.94196,4.3,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EB%82%A8%ED%98%84%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
투썸플레이스 등촌점,카페,서울특별시 강서구 등촌동 76-2,등촌동,강서구,37.5527,126.86132,4.6,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EB%93%B1%EC%B4%8C%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
카페 레이어드 신정점,카페/베이커리,서울특별시 양천구 신정동 176-50,신정동,양천구,37.5145,126.85479,4.6,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EC%8B%A0%EC%A0%95%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
테라로사 대치점,카페,서울특별시 강남구 대치동 191-32,대치동,강남구,37.52857,127.05715,4.3,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EB%8C%80%EC%B9%98%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
앤트러사이트 방배점,카페,서울특별시 서초구 방배동 91-15,방배동,서초구,37.49022,127.02622,4.6,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EB%B0%A9%EB%B0%B0%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
오월의종 석촌점,베이커리,서울특별시 송파구 석촌동 194-47,석촌동,송파구,37.50706,127.09992,4.6,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EC%84%9D%EC%B4%8C%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
트리플베이글 길동점,베이커리,서울특별시 강동구 길동 25-41,길동,강동구,37.53444,127.11508,4.6,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EA%B8%B8%EB%8F%99%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
빈브라더스 망원점,카페,서울특별시 마포구 망원동 9-38,망원동,마포구,37.54325,126.91513,4.3,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EB%A7%9D%EC%9B%90%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
르빵 한남점,베이커리,서울특별시 용산구 한남동 76-21,한남동,용산구,37.53798,126.98056,4.6,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%ED%95%9C%EB%82%A8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
파리바게트 행당점,베이커리,서울특별시 성동구 행당동 139-24,행당동,성동구,37.56127,127.02952,4.5,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%ED%96%89%EB%8B%B9%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
뚜레쥬르 중곡점,베이커리,서울특별시 광진구 중곡동 43-17,중곡동,광진구,37.53854,127.07674,4.4,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%EC%A4%91%EA%B3%A1%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
아티장베이커스 전농점,베이커리,서울특별시 동대문구 전농동 87-8,전농동,동대문구,37.58562,127.03468,4.4,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EC%A0%84%EB%86%8D%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
커피몽타주 묵동점,카페,서울특별시 중랑구 묵동 58-44,묵동,중랑구,37.61741,127.08388,4.6,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EB%AC%B5%EB%8F%99%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
런던베이글뮤지엄 성북점,베이커리,서울특별시 성북구 성북동 143-24,성북동,성북구,37.59359,127.01424,4.1,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EC%84%B1%EB%B6%81%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
노티드 도넛 미아점,베이커리,서울특별시 강북구 미아동 138-8,미아동,강북구,37.64658,127.01403,4.4,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EB%AF%B8%EC%95%84%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
자연도소금빵 도봉점,베이커리,서울특별시 도봉구 도봉동 68-38,도봉동,도봉구,37.66565,127.05308,4.4,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EB%8F%84%EB%B4%89%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
밀도 월계점,베이커리,서울특별시 노원구 월계동 28-44,월계동,노원구,37.66204,127.06737,4.2,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EC%9B%94%EA%B3%84%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
블루보틀커피 대조점,카페,서울특별시 은평구 대조동 144-21,대조동,은평구,37.61692,126.92557,4.5,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EB%8C%80%EC%A1%B0%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
어니언 연희점,카페/베이커리,서울특별시 서대문구 연희동 119-45,연희동,서대문구,37.57241,126.92632,4.3,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
프릳츠 삼청점,카페/베이커리,서울특별시 종로구 삼청동 12-3,삼청동,종로구,37.57658,126.9702,4.3,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EC%82%BC%EC%B2%AD%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
폴바셋 필동점,카페,서울특별시 중구 필동 61-35,필동,중구,37.5754,126.98819,4.2,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%ED%95%84%EB%8F%99%EC%A0%90%20%EC%A4%91%EA%B5%AC
투썸플레이스 여의점,카페,서울특별시 영등포구 여의도동 191-45,여의도동,영등포구,37.52333,126.8932,4.5,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EC%97%AC%EC%9D%98%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
카페 레이어드 상도점,카페/베이커리,서울특별시 동작구 상도동 40-27,상도동,동작구,37.51046,126.94511,4.6,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EC%83%81%EB%8F%84%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
테라로사 봉천점,카페,서울특별시 관악구 봉천동 105-18,봉천동,관악구,37.46848,126.95114,4.1,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EB%B4%89%EC%B2%9C%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
앤트러사이트 발산점,카페,서울특별시 강서구 발산동 114-16,발산동,강서구,37.55547,126.84271,4.3,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EB%B0%9C%EC%82%B0%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
오월의종 목동점,베이커리,서울특별시 양천구 목동 140-42,목동,양천구,37.50738,126.87106,4.3,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EB%AA%A9%EB%8F%99%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
트리플베이글 논현점,베이커리,서울특별시 강남구 논현동 32-30,논현동,강남구,37.50665,127.04192,4.1,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EB%85%BC%ED%98%84%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
빈브라더스 양재점,카페,서울특별시 서초구 양재동 153-2,양재동,서초구,37.48751,127.0361,4.1,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EC%96%91%EC%9E%AC%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
르빵 문정점,베이커리,서울특별시 송파구 문정동 33-37,문정동,송파구,37.52138,127.09975,4.2,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EB%AC%B8%EC%A0%95%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
파리바게트 암사점,베이커리,서울특별시 강동구 암사동 54-38,암사동,강동구,37.51975,127.13016,4.2,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EC%95%94%EC%82%AC%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
뚜레쥬르 합정점,베이커리,서울특별시 마포구 합정동 199-10,합정동,마포구,37.56181,126.90179,4.5,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%ED%95%A9%EC%A0%95%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
아티장베이커스 이태점,베이커리,서울특별시 용산구 이태원동 38-9,이태원동,용산구,37.52047,126.999,4.5,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EC%9D%B4%ED%83%9C%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
커피몽타주 왕십점,카페,서울특별시 성동구 왕십리동 170-2,왕십리동,성동구,37.55732,127.02889,4.2,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EC%99%95%EC%8B%AD%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
런던베이글뮤지엄 화양점,베이커리,서울특별시 광진구 화양동 61-38,화양동,광진구,37.52686,127.08916,4.3,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%ED%99%94%EC%96%91%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
노티드 도넛 회기점,베이커리,서울특별시 동대문구 회기동 33-48,회기동,동대문구,37.56278,127.03397,4.4,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%ED%9A%8C%EA%B8%B0%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
자연도소금빵 중화점,베이커리,서울특별시 중랑구 중화동 122-29,중화동,중랑구,37.60693,127.0984,4.3,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EC%A4%91%ED%99%94%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
밀도 동선점,베이커리,서울특별시 성북구 동선동 129-15,동선동,성북구,37.58972,127.00732,4.5,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EB%8F%99%EC%84%A0%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
블루보틀커피 수유점,카페,서울특별시 강북구 수유동 169-34,수유동,강북구,37.62864,127.0325,4.3,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%88%98%EC%9C%A0%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
어니언 방학점,카페/베이커리,서울특별시 도봉구 방학동 16-31,방학동,도봉구,37.66779,127.05824,4.4,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EB%B0%A9%ED%95%99%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
프릳츠 상계점,카페/베이커리,서울특별시 노원구 상계동 183-29,상계동,노원구,37.65253,127.04739,4.1,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EC%83%81%EA%B3%84%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
폴바셋 응암점,카페,서울특별시 은평구 응암동 38-5,응암동,은평구,37.62718,126.91843,4.2,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EC%9D%91%EC%95%94%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
투썸플레이스 홍제점,카페,서울특별시 서대문구 홍제동 141-46,홍제동,서대문구,37.5737,126.93999,4.3,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%ED%99%8D%EC%A0%9C%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
카페 레이어드 계동점,카페/베이커리,서울특별시 종로구 계동 76-30,계동,종로구,37.57014,126.98174,4.5,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EA%B3%84%EB%8F%99%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
테라로사 명동점,카페,서울특별시 중구 명동 180-8,명동,중구,37.56603,126.98778,4.6,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EB%AA%85%EB%8F%99%EC%A0%90%20%EC%A4%91%EA%B5%AC
앤트러사이트 양평점,카페,서울특별시 영등포구 양평동 185-14,양평동,영등포구,37.52962,126.90276,4.4,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%96%91%ED%8F%89%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
오월의종 사당점,베이커리,서울특별시 동작구 사당동 87-30,사당동,동작구,37.51124,126.93278,4.4,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EC%82%AC%EB%8B%B9%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
트리플베이글 신림점,베이커리,서울특별시 관악구 신림동 110-21,신림동,관악구,37.47608,126.94168,4.6,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EC%8B%A0%EB%A6%BC%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
빈브라더스 가양점,카페,서울특별시 강서구 가양동 176-31,가양동,강서구,37.54502,126.86039,4.1,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EA%B0%80%EC%96%91%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
르빵 신월점,베이커리,서울특별시 양천구 신월동 111-7,신월동,양천구,37.50719,126.85665,4.6,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EC%8B%A0%EC%9B%94%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
파리바게트 삼성점,베이커리,서울특별시 강남구 삼성동 143-4,삼성동,강남구,37.52293,127.05478,4.5,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EC%82%BC%EC%84%B1%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
뚜레쥬르 반포점,베이커리,서울특별시 서초구 반포동 172-8,반포동,서초구,37.49456,127.03418,4.4,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%EB%B0%98%ED%8F%AC%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
아티장베이커스 가락점,베이커리,서울특별시 송파구 가락동 193-28,가락동,송파구,37.51099,127.10987,4.6,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EA%B0%80%EB%9D%BD%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
커피몽타주 강일점,카페,서울특별시 강동구 강일동 80-23,강일동,강동구,37.51933,127.1187,4.1,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EA%B0%95%EC%9D%BC%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
런던베이글뮤지엄 연남점,베이커리,서울특별시 마포구 연남동 169-31,연남동,마포구,37.55617,126.90131,4.2,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EC%97%B0%EB%82%A8%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
