name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,instagram,img,naver_url
달콤 케이크 9호점,카페/베이커리,서울특별시 영등포구 영등포동 258-42,영등포동,영등포구,37.5197,126.9044,4.6,"콜드브루, 초코무스, 타르트",11:00-22:00,02-324-1480,,https://images.unsplash.com/photo-1506459225024-1428097a7e18?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%AC%EC%BD%A4%20%EC%BC%80%EC%9D%B4%ED%81%AC%209%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
파티스리 겨울,베이커리/디저트,서울특별시 관악구 봉천동 82-13,봉천동,관악구,37.4764,126.9202,4.1,"식빵, 단팥빵, 크림빵",10:00-22:00,02-689-7363,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EA%B2%A8%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC
숲속 베이커리,베이커리/디저트,서울특별시 서대문구 신촌동 184-76,신촌동,서대문구,37.5438,126.943,4.3,"마카롱, 케이크, 피낭시에",11:00-22:00,02-292-9064,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%88%B2%EC%86%8D%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
카페드 설레임,카페,서울특별시 서대문구 홍은동 29-30,홍은동,서대문구,37.561,126.9226,4.8,"아메리카노, 라떼, 케이크",08:00-21:00,02-439-4300,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%84%A4%EB%A0%88%EC%9E%84%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
행복 카페,카페,서울특별시 서대문구 충정로 76-76,충정로,서대문구,37.5641,126.9262,4.2,"아메리카노, 라떼, 케이크",07:00-21:00,02-981-6978,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%96%89%EB%B3%B5%20%EC%B9%B4%ED%8E%98%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
베이커리 따뜻,카페,서울특별시 은평구 응암동 155-42,응암동,은평구,37.6041,126.9127,4.7,"스페셜티커피, 티라미수, 마카롱",10:00-20:00,02-764-6198,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%94%B0%EB%9C%BB%20%EC%9D%80%ED%8F%89%EA%B5%AC
마당 카페,베이커리,서울특별시 도봉구 방학동 90-49,방학동,도봉구,37.6622,127.0487,4.3,"천연발효빵, 치아바타, 포카차",10:00-21:00,02-846-1029,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%A7%88%EB%8B%B9%20%EC%B9%B4%ED%8E%98%20%EB%8F%84%EB%B4%89%EA%B5%AC
감성 브레드,베이커리,서울특별시 강동구 천호동 163-79,천호동,강동구,37.5256,127.137,4.8,"천연발효빵, 치아바타, 포카차",10:00-21:00,02-439-2274,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%90%EC%84%B1%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC
달콤 빵집,디저트,서울특별시 송파구 방이동 172-58,방이동,송파구,37.4963,127.0913,4.2,"빙수, 떡, 아이스크림",09:00-20:00,02-362-2770,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%AC%EC%BD%A4%20%EB%B9%B5%EC%A7%91%20%EC%86%A1%ED%8C%8C%EA%B5%AC
카페 겨울 8호점,카페/디저트,서울특별시 동대문구 회기동 212-64,회기동,동대문구,37.5925,127.0475,4.7,"핸드드립커피, 스콘, 마들렌",09:00-21:00,02-948-8855,,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EA%B2%A8%EC%9A%B8%208%ED%98%B8%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
새벽 브레드 4호점,카페,서울특별시 동대문구 청량리 11-41,청량리,동대문구,37.5738,127.0401,4.6,"스페셜티커피, 티라미수, 마카롱",10:00-21:00,02-484-3636,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%83%88%EB%B2%BD%20%EB%B8%8C%EB%A0%88%EB%93%9C%204%ED%98%B8%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
베이커리 마당,베이커리/디저트,서울특별시 용산구 청파동 248-4,청파동,용산구,37.5319,127.0016,4.7,"천연발효빵, 치아바타, 포카차",10:00-21:00,02-154-2659,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%A7%88%EB%8B%B9%20%EC%9A%A9%EC%82%B0%EA%B5%AC
노을 베이커리,디저트,서울특별시 성동구 금호동 277-34,금호동,성동구,37.5498,127.0379,4.2,"과일타르트, 젤라또, 크레이프",08:00-21:00,02-502-9043,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%EC%9D%84%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%B1%EB%8F%99%EA%B5%AC
겨울 카페,카페/디저트,서울특별시 광진구 건대입구 151-77,건대입구,광진구,37.5404,127.0659,4.4,"아메리카노, 라떼, 케이크",10:00-21:00,02-753-5781,,https://images.unsplash.com/photo-1524351199678-941a58a3df50?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EC%B9%B4%ED%8E%98%20%EA%B4%91%EC%A7%84%EA%B5%AC
베이커리 서울 3호점,카페/디저트,서울특별시 노원구 월계동 136-12,월계동,노원구,37.6383,127.0616,4.6,"라떼, 와플, 생크림케이크",08:00-20:00,02-478-4056,,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%9C%EC%9A%B8%203%ED%98%B8%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
르 가을빛,카페/디저트,서울특별시 양천구 신정동 116-35,신정동,양천구,37.5289,126.8565,4.2,"스페셜티커피, 티라미수, 마카롱",09:00-21:00,02-784-6632,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EA%B0%80%EC%9D%84%EB%B9%9B%20%EC%96%91%EC%B2%9C%EA%B5%AC
카페드 여유 5호점,카페/디저트,서울특별시 영등포구 여의도동 215-69,여의도동,영등포구,37.5286,126.9271,4.4,"콜드브루, 초코무스, 타르트",10:00-20:00,02-406-2293,,https://images.unsplash.com/photo-1488477181946-6428a0291777?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%97%AC%EC%9C%A0%205%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
가을빛 케이크 4호점,베이커리,서울특별시 종로구 익선동 109-25,익선동,종로구,37.5658,126.9817,4.7,"식빵, 단팥빵, 크림빵",10:00-22:00,02-942-3422,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EC%9D%84%EB%B9%9B%20%EC%BC%80%EC%9D%B4%ED%81%AC%204%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
저녁 브레드 7호점,카페/디저트,서울특별시 용산구 이태원동 204-71,이태원동,용산구,37.5288,126.9903,4.8,"콜드브루, 초코무스, 타르트",08:00-21:00,02-905-9561,,https://images.unsplash.com/photo-1524351199678-941a58a3df50?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EB%B8%8C%EB%A0%88%EB%93%9C%207%ED%98%B8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
햇살 케이크,베이커리,서울특별시 성북구 성북동 299-13,성북동,성북구,37.6217,126.9959,4.2,"천연발효빵, 치아바타, 포카차",11:00-21:00,02-988-9775,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%ED%96%87%EC%82%B4%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EC%84%B1%EB%B6%81%EA%B5%AC
여유 베이커리 6호점,카페/디저트,서울특별시 은평구 응암동 243-5,응암동,은평구,37.6052,126.9201,4.7,"콜드브루, 초코무스, 타르트",08:00-21:00,02-505-6431,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%97%AC%EC%9C%A0%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%206%ED%98%B8%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
겨울 빵집 9호점,카페,서울특별시 양천구 신정동 156-40,신정동,양천구,37.5204,126.8667,4.2,"스페셜티커피, 티라미수, 마카롱",10:00-22:00,02-237-5923,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EB%B9%B5%EC%A7%91%209%ED%98%B8%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
르 미소,카페/디저트,서울특별시 양천구 신월동 46-25,신월동,양천구,37.5253,126.8794,4.7,"콜드브루, 초코무스, 타르트",10:00-20:00,02-877-9462,,https://images.unsplash.com/photo-1464349095431-e9a21285b5f3?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EB%AF%B8%EC%86%8C%20%EC%96%91%EC%B2%9C%EA%B5%AC
겨울 베이커리 4호점,디저트,서울특별시 용산구 청파동 207-18,청파동,용산구,37.5424,126.9977,4.1,"과일타르트, 젤라또, 크레이프",10:00-21:00,02-297-4288,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%204%ED%98%B8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
카페 오후,카페,서울특별시 마포구 연희동 102-36,연희동,마포구,37.5541,126.9229,4.7,"스페셜티커피, 티라미수, 마카롱",09:00-21:00,02-797-1500,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EC%98%A4%ED%9B%84%20%EB%A7%88%ED%8F%AC%EA%B5%AC
따뜻 빵집,베이커리,서울특별시 관악구 봉천동 283-45,봉천동,관악구,37.4793,126.9381,4.5,"타르트, 에클레어, 마들렌",09:00-21:00,02-391-1449,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EB%94%B0%EB%9C%BB%20%EB%B9%B5%EC%A7%91%20%EA%B4%80%EC%95%85%EA%B5%AC
겨울 케이크 4호점,베이커리,서울특별시 강동구 천호동 106-35,천호동,강동구,37.5385,127.1354,4.1,"식빵, 단팥빵, 크림빵",10:00-20:00,02-235-3837,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EC%BC%80%EC%9D%B4%ED%81%AC%204%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
봄날 브레드,베이커리/디저트,서울특별시 강서구 화곡동 141-55,화곡동,강서구,37.5669,126.8465,4.8,"마카롱, 케이크, 피낭시에",11:00-21:00,02-323-8646,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%B4%84%EB%82%A0%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC
파티스리 언덕,베이커리/디저트,서울특별시 도봉구 방학동 4-66,방학동,도봉구,37.683,127.057,4.6,"크루아상, 소금빵, 바게트",07:00-21:00,02-762-5631,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EC%96%B8%EB%8D%95%20%EB%8F%84%EB%B4%89%EA%B5%AC
파티스리 바람,카페/베이커리,서울특별시 관악구 신림동 167-36,신림동,관악구,37.4768,126.9343,4.5,"스페셜티커피, 티라미수, 마카롱",10:00-22:00,02-253-9475,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%B0%94%EB%9E%8C%20%EA%B4%80%EC%95%85%EA%B5%AC
겨울 빵집 8호점,디저트,서울특별시 송파구 방이동 255-38,방이동,송파구,37.5038,127.0976,4.7,"빙수, 떡, 아이스크림",08:00-21:00,02-697-4111,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EB%B9%B5%EC%A7%91%208%ED%98%B8%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
새벽 베이커리,카페/디저트,서울특별시 영등포구 선유도 260-39,선유도,영등포구,37.5334,126.9242,4.3,"스페셜티커피, 티라미수, 마카롱",11:00-21:00,02-199-8713,,https://images.unsplash.com/photo-1488477181946-6428a0291777?w=400&q=80,https://map.naver.com/v5/search/%EC%83%88%EB%B2%BD%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
저녁 카페,디저트,서울특별시 영등포구 여의도동 46-29,여의도동,영등포구,37.5187,126.9213,4.5,"팬케이크, 와플, 크레이프",08:00-20:00,02-907-6428,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EC%B9%B4%ED%8E%98%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
저녁 베이커리,카페/디저트,서울특별시 강동구 암사동 241-7,암사동,강동구,37.545,127.1375,4.2,"아메리카노, 라떼, 케이크",10:00-20:00,02-299-9199,,https://images.unsplash.com/photo-1524351199678-941a58a3df50?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%95%EB%8F%99%EA%B5%AC
베이커리 향기 6호점,베이커리,서울특별시 성북구 성북동 103-44,성북동,성북구,37.6063,126.9961,4.8,"식빵, 단팥빵, 크림빵",10:00-21:00,02-423-3954,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%ED%96%A5%EA%B8%B0%206%ED%98%B8%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
베이커리 도시,카페/베이커리,서울특별시 송파구 방이동 3-58,방이동,송파구,37.5042,127.1078,4.3,"아메리카노, 라떼, 케이크",11:00-22:00,02-882-3595,,https://images.unsplash.com/photo-1506459225024-1428097a7e18?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%8F%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC
르 구름 4호점,디저트,서울특별시 도봉구 방학동 207-55,방학동,도봉구,37.682,127.0395,4.1,"초코분수, 아이스크림, 마카롱",07:00-21:00,02-304-7112,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EA%B5%AC%EB%A6%84%204%ED%98%B8%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
카페 미소 5호점,디저트,서울특별시 강남구 역삼동 116-45,역삼동,강남구,37.4944,127.0161,4.5,"화과자, 전통한과, 약과",10:00-21:00,02-166-1749,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%AF%B8%EC%86%8C%205%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
파티스리 온기 9호점,베이커리/디저트,서울특별시 동작구 상도동 223-18,상도동,동작구,37.4743,126.994,4.6,"마카롱, 케이크, 피낭시에",10:00-22:00,02-268-7609,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EC%98%A8%EA%B8%B0%209%ED%98%B8%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
카페 새벽,베이커리,서울특별시 강서구 발산동 259-22,발산동,강서구,37.5437,126.8423,4.1,"크루아상, 소금빵, 바게트",08:00-20:00,02-997-5190,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EC%83%88%EB%B2%BD%20%EA%B0%95%EC%84%9C%EA%B5%AC
카페드 작은 2호점,디저트,서울특별시 도봉구 도봉동 11-7,도봉동,도봉구,37.6737,127.0405,4.7,"빙수, 떡, 아이스크림",09:00-21:00,02-660-5140,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%9E%91%EC%9D%80%202%ED%98%B8%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
르 별빛,카페/베이커리,서울특별시 성동구 성수동 52-67,성수동,성동구,37.5381,127.0472,4.3,"라떼, 와플, 생크림케이크",08:00-20:00,02-950-2718,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EB%B3%84%EB%B9%9B%20%EC%84%B1%EB%8F%99%EA%B5%AC
카페드 작은 3호점,카페,서울특별시 노원구 공릉동 102-78,공릉동,노원구,37.625,127.0579,4.4,"라떼, 와플, 생크림케이크",09:00-20:00,02-820-7713,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%9E%91%EC%9D%80%203%ED%98%B8%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
파티스리 꽃향기 2호점,베이커리,서울특별시 영등포구 영등포동 170-31,영등포동,영등포구,37.5081,126.9191,4.2,"타르트, 에클레어, 마들렌",11:00-22:00,02-785-9095,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EA%BD%83%ED%96%A5%EA%B8%B0%202%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
구름 카페 3호점,디저트,서울특별시 종로구 북촌 234-38,북촌,종로구,37.5699,126.9705,4.3,"화과자, 전통한과, 약과",08:00-21:00,02-972-5760,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EA%B5%AC%EB%A6%84%20%EC%B9%B4%ED%8E%98%203%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
미소 베이커리,카페,서울특별시 성북구 길음동 24-2,길음동,성북구,37.6196,126.9989,4.3,"아메리카노, 라떼, 케이크",09:00-20:00,02-466-8171,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EB%AF%B8%EC%86%8C%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%B1%EB%B6%81%EA%B5%AC
아침 브레드,카페/베이커리,서울특별시 용산구 청파동 59-52,청파동,용산구,37.531,126.9957,4.7,"핸드드립커피, 스콘, 마들렌",10:00-20:00,02-919-7909,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%EC%B9%A8%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EC%9A%A9%EC%82%B0%EA%B5%AC
햇살 카페 4호점,카페,서울특별시 마포구 망원동 248-73,망원동,마포구,37.5634,126.9144,4.7,"라떼, 와플, 생크림케이크",09:00-20:00,02-726-1472,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%ED%96%87%EC%82%B4%20%EC%B9%B4%ED%8E%98%204%ED%98%B8%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
서울 카페 9호점,카페/디저트,서울특별시 종로구 평동 33-34,평동,종로구,37.5816,126.9694,4.4,"아메리카노, 라떼, 케이크",09:00-20:00,02-631-9570,,https://images.unsplash.com/photo-1524351199678-941a58a3df50?w=400&q=80,https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%20%EC%B9%B4%ED%8E%98%209%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
바람 브레드 8호점,카페/베이커리,서울특별시 강서구 등촌동 77-72,등촌동,강서구,37.5668,126.8394,4.1,"라떼, 와플, 생크림케이크",10:00-21:00,02-617-8688,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%94%EB%9E%8C%20%EB%B8%8C%EB%A0%88%EB%93%9C%208%ED%98%B8%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
르 꽃향기,카페/베이커리,서울특별시 용산구 서빙고동 170-36,서빙고동,용산구,37.5205,126.9887,4.7,"핸드드립커피, 스콘, 마들렌",08:00-20:00,02-936-4850,,https://images.unsplash.com/photo-1506459225024-1428097a7e18?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EA%BD%83%ED%96%A5%EA%B8%B0%20%EC%9A%A9%EC%82%B0%EA%B5%AC
베이커리 소풍 9호점,카페,서울특별시 강동구 암사동 229-41,암사동,강동구,37.5226,127.1349,4.1,"라떼, 와플, 생크림케이크",09:00-21:00,02-513-7755,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%86%8C%ED%92%8D%209%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
카페 마당 2호점,베이커리/디저트,서울특별시 용산구 원효로동 261-72,원효로동,용산구,37.5252,127.0021,4.6,"마카롱, 케이크, 피낭시에",09:00-20:00,02-945-1889,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A7%88%EB%8B%B9%202%ED%98%B8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
소풍 빵집 7호점,베이커리/디저트,서울특별시 영등포구 선유도 187-58,선유도,영등포구,37.5114,126.9218,4.4,"타르트, 에클레어, 마들렌",08:00-21:00,02-449-6818,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EC%86%8C%ED%92%8D%20%EB%B9%B5%EC%A7%91%207%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
파티스리 마당 7호점,베이커리,서울특별시 종로구 인사동 72-53,인사동,종로구,37.5652,126.9873,4.4,"타르트, 에클레어, 마들렌",09:00-21:00,02-972-7437,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%A7%88%EB%8B%B9%207%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
소풍 빵집 5호점,카페/디저트,서울특별시 송파구 잠실동 64-58,잠실동,송파구,37.5097,127.1027,4.3,"아메리카노, 라떼, 케이크",10:00-20:00,02-104-9689,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%86%8C%ED%92%8D%20%EB%B9%B5%EC%A7%91%205%ED%98%B8%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
카페 마당 8호점,베이커리/디저트,서울특별시 강동구 암사동 297-23,암사동,강동구,37.5409,127.1239,4.7,"식빵, 단팥빵, 크림빵",11:00-22:00,02-720-6273,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A7%88%EB%8B%B9%208%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
카페드 향기 8호점,카페/베이커리,서울특별시 도봉구 도봉동 176-38,도봉동,도봉구,37.6666,127.032,4.7,"라떼, 와플, 생크림케이크",11:00-22:00,02-816-9393,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%ED%96%A5%EA%B8%B0%208%ED%98%B8%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
파티스리 마당 7호점,베이커리,서울특별시 영등포구 선유도 108-80,선유도,영등포구,37.5294,126.9196,4.3,"식빵, 단팥빵, 크림빵",10:00-21:00,02-615-9888,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%A7%88%EB%8B%B9%207%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
햇살 베이커리 7호점,베이커리/디저트,서울특별시 영등포구 영등포동 214-69,영등포동,영등포구,37.5166,126.9244,4.1,"천연발효빵, 치아바타, 포카차",07:00-21:00,02-209-1414,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%ED%96%87%EC%82%B4%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%207%ED%98%B8%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
별빛 케이크,베이커리,서울특별시 마포구 연남동 83-37,연남동,마포구,37.5635,126.9134,4.1,"마카롱, 케이크, 피낭시에",11:00-21:00,02-308-9866,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EB%B3%84%EB%B9%9B%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EB%A7%88%ED%8F%AC%EA%B5%AC
